# 花语花园小故事清单
# 列：中文名 | 小故事（100-150 字，概述性引用，不逐字复制原文）
贴梗海棠	贴梗海棠花朵紧贴枝干，色如胭脂，又称"铁脚海棠"。明代《群芳谱》载其"花如胭脂"，是"海棠四品"之一。它其实是木瓜属植物，与苹果属的海棠并非同类。戏曲舞台和年画里，红艳的贴梗海棠象征红红火火；现代公园常与紫叶李配植，点亮早春园林。
榆叶梅	榆叶梅叶似榆、花如梅，是北方早春最热闹的灌木花，北京胡同的春天常由它点亮。老舍笔下北平的春日常有"榆叶梅开"的闲笔；国徽设计时期正值其花期，设计师们常于玉兰、榆叶梅旁推敲草图。它花期虽短却开得轰轰烈烈，花语为春回大地、坚韧不拔。
珍珠梅	珍珠梅白色小花聚成圆锥花序，远看如串串珍珠，清代《花镜》载"花开若珍珠"。它花期从初夏绵延到秋末，是华北庭院与公园的常客。儿童读物常把珍珠梅写作"会开花的珍珠项链"；夏目漱石《草枕》式的日式庭院审美中，类似的白色山野花也常被当作洁净与安宁的象征。
绣线菊	绣线菊细枝如线，白花成簇，英文名 bridal wreath 意为"新娘花环"，是欧洲婚礼手捧花的经典素材，象征纯洁的爱情。英国王室的婚礼花饰中常见白色小花组成的瀑布式捧花，绣线菊正是其中一员。日式庭院则把它当作"山野草"自然美学的代表，清新质朴。
山楂花	山楂花在欧洲民间是"希望之花"，五月节常以山楂枝装饰十字架；都铎王朝红白玫瑰战争的传说也与山楂有关。动画《哈尔的移动城堡》里，苏菲与哈尔初遇的小镇街道旁就有山楂树与花。现代园艺中，白色山楂花象征纯真与守护，是春日篱笆上的温柔风景。
玫瑰	玫瑰是世界上最著名的爱情花。《小王子》里星球上那朵骄傲的玫瑰教会他"驯养"与责任；《美女与野兽》中玻璃罩里的玫瑰是爱与时间的赌注。古希腊神话传说红玫瑰由爱神阿佛洛狄忒的鲜血染成。电影《泰坦尼克号》中女主角的名字就是 Rose。花语"热烈的爱"由此深入人心。
月季	月季又称"月月红"，是中国传统名花，也是北京市花。欧洲月季史上有段著名公案：中国月季传入欧洲后，与当地蔷薇反复杂交，催生了现代杂交茶香月季，被称为"月季史上的革命"。影视剧《甄嬛传》中牡丹与月季常作对照；今天花店里的"玫瑰"切花，绝大多数其实是月季。
蔷薇	蔷薇是欧洲文学中经久不衰的浪漫符号，莎士比亚十四行诗与《罗密欧与朱丽叶》都以玫瑰蔷薇起兴。民谣《红蔷薇》流传百年；动漫《蔷薇少女》直接以蔷薇为名，华丽的人偶与蔷薇象征羁绊与宿命。欧洲古城的花墙蔷薇是无数电影的取景背景，象征优雅与浪漫。
香水月季	香水月季香气浓郁，是"玫瑰香"香水的重要原料。法国香水之都格拉斯的花田就大量种植这类浓香月季，电影《香水》的故事背景正是格拉斯。香水界常说的"五月玫瑰"其实多指千叶蔷薇，与香水月季同属浓香系。它代表馥郁、浪漫与高级感，是香水的灵魂之花。
木香花	木香花白或黄，花小繁密而香浓，古称"木香"，是江南园林藤蔓造景的经典。明代计成《园冶》专述"木香架"，苏州园林里的木香棚是夏日纳凉胜景。民国散文里常见"一架木香满院香"的闲适意象；如今城市庭院与高架桥墩也喜植木香做花墙，花香随晚风飘远。
山茶花	山茶是中国十大名花之一，云南"茶花甲天下"。小仲马《茶花女》中玛格丽特以茶花为饰，成为十九世纪巴黎名媛的象征，同名歌剧与电影多次改编。山茶花开于寒冬，凋谢时整朵落下而不散瓣，被视为"坚持与骄傲"。金庸《天龙八部》写大理茶花名种纷呈，令读者神往。
茶梅	茶梅花形似山茶而株形更秀气，花期在秋冬，仿佛"山茶与梅的合体"。《花镜》称其"花与茶花无异而实小"。日本茶道庭院常植茶梅，冬季茶会中的茶梅是"风物诗"。现代园林里茶梅可作绿篱与地被，秋冬开花，象征谦逊与清雅，为萧瑟季节添一抹暖色。
金花茶	金花茶是山茶家族中唯一开金黄色的珍稀种，被誉为"植物界的大熊猫"。1960年在广西首次被发现，曾轰动国际植物学界，被称为"茶族皇后"。纪录片《秘境之眼》曾专门介绍它的野外家园。因数量稀少，金花茶被列为国家一级保护植物，象征珍稀与奇迹。
杜鹃花	杜鹃花与杜鹃鸟同名，传说杜鹃啼血染红满山花朵，李白"蜀国曾闻子规鸟，宣城还见杜鹃花"道出这对千年搭档。井冈山的映山红、贵州百里杜鹃都是著名花海，电影《闪闪的红星》里"映山红"更是红色经典意象。它象征繁荣、热烈与深藏心底的乡愁。
西洋杜鹃	西洋杜鹃是比利时等国园艺家以中国杜鹃杂交培育出的品种群，花朵繁密、色彩娇艳，是欧洲温室与春季花展的明星。比利时根特每年举办西洋杜鹃展，游客如织。美剧《布里奇顿》的英式花园里，西洋杜鹃常与玫瑰同框，营造繁花似锦的贵族春景，象征热情与精致的园艺。
马缨杜鹃	马缨杜鹃是高山杜鹃中的大家闺秀，花大如球、色红似火，云南马缨花山因此得名。它生于海拔两千米以上的山林，是彝族传说中的"马缨花神"，彝族姑娘出嫁要佩戴马缨花。纪录片《美丽中国》拍摄过云南高山马缨杜鹃盛开的花海，气势壮美，象征坚韧与炽热的生命力。
桂花	"桂子月中落，天香云外飘"，桂花自古与月宫、科举相连，"蟾宫折桂"是金榜题名的美谈。杭州满觉陇的桂花雨是江南秋日名片，桂花糕、桂花酿更是餐桌上的秋味。电视剧《甄嬛传》里桂花酿常现于宫廷宴席；每年中秋前后，满城桂花香是许多城市居民共同的秋日记忆。
丁香	丁香花小而香浓，诗句"青鸟不传云外信，丁香空结雨中愁"让它与愁绪相连，李商隐亦有"丁香空结雨中愁"之叹。戴望舒《雨巷》里"一个丁香一样地结着愁怨的姑娘"是现代文学名篇。哈尔滨以丁香为市花，丁香节成城市名片；它象征纯洁、哀愁与暗香流动的思念。
茉莉花	民歌《茉莉花》是流传最广的中国旋律之一，曾伴随中国代表团走向世界舞台，更在奥运会、世博会等场合奏响。茉莉花茶以茉莉熏制，是北方人最熟悉的茶香。宋代已有"他年我若修花史，列作人间第一香"的赞誉。它花小洁白，象征质朴、清雅与芬芳长留。
迎春花	迎春花是春天最早的信使，"金英翠萼带春寒"写它凌寒而开。它与梅花、水仙、山茶并称"雪中四友"。老北京四合院墙角常见迎春花枝条垂落，纪录片《园林》里迎春花是北方早春第一抹金黄。它象征希望、坚韧与新年伊始的好兆头，民间也以"迎春"为正月花神之一。
连翘	连翘与迎春同属木樨科，都是早春金黄的小花，区别在花瓣多少与枝条形状。连翘果实入药，是连花清瘟、双黄连等中成药的重要成分，疫情期间常被提起。它也是优良的水土保持灌木，山野与公园皆宜。古人以"千步连翘不染尘"写其洁净，象征辟邪与安康。
素馨花	素馨花原产云南与东南亚，白花纤弱而香远益清，宋代广州城曾遍植，形成"素馨斜"的传说。南汉时期宫女以素馨花串成花灯与花艇，是岭南独特的城市记忆。现代岭南园林与庭院仍常见素馨藤架，晚风送香。它象征纯净与缱绻的思念，花语温柔。
紫藤	紫藤垂瀑般的花穗是暮春最浪漫的风景。动画《终将成为你》中，紫藤花廊见证了两个少女的心事与成长；《言叶之庭》里紫藤花也点缀过新海诚的雨景。嘉定紫藤园、上海辰山植物园的紫藤长廊是网红打卡地。李白"紫藤挂云木，花蔓宜阳春"早已写尽它的飘逸，花语为沉迷的爱。
多花紫藤	多花紫藤是日本庭院文化的代表植物，花期比中国紫藤略晚，花穗更长，成串垂下如紫色瀑布。日本足利花卉公园的"紫藤隧道"享誉世界，许多影视与动画的浪漫场景都在紫藤架下拍摄。动漫《鬼灭之刃》中紫藤花图案用于驱鬼，与紫藤在日本文化中的灵力传说相合。
槐花	槐花是北方的童年记忆，春夏之交槐花串串垂枝，香气甜糯，可蒸槐花饭、烙槐花饼。山西洪洞大槐树是移民文化的象征，民谣"问我祖先在何处，山西洪洞大槐树"流传数百年。汉唐长安与北京都曾广植槐树为行道树，槐花象征故土、乡愁与朴素的甜。
洋槐花	洋槐花即刺槐花，原产北美，十九世纪末传入中国，迅速成为华北平原的先锋树种。洋槐蜜清甜，是北方主要蜜源。电影《山楂树之恋》里纯净的白色花影令人难忘；洋槐花穗洁白如雪、香气清甜，也是很多北方人春末的味觉记忆，代表朴素甜美的青春。
合欢花	合欢花又称"绒花"，粉红丝缕如扇，入夜叶片闭合，故名"合欢"，寓意夫妻和合、消怨忘忧。嵇康《养生论》有"合欢蠲忿，萱草忘忧"之句。古典文学中它常作团圆意象；现代婚礼与诗词中也多引用。合欢树荫浓花美，是盛夏校园与街巷里温柔的粉色云朵。
金合欢	金合欢是澳大利亚的国花，金黄绒球缀满枝头，澳大利亚国庆日正是金合欢盛开的季节。法国作家圣埃克苏佩里《小王子》里，小王子居住的小行星上也开着类似的金色花朵，象征纯粹与牵绊。它生命力顽强，耐旱耐贫瘠，花语是友情与喜悦，是热带旱地的金色希望。
凤凰木	凤凰木红花如焰，盛放时满树如火，花期恰逢毕业季，被称为"毕业花"。香港、厦门、广州的街道与校园里，凤凰花落满地时恰是学生离校时，承载无数青春告别。余光中曾写诗咏凤凰木。它原产马达加斯加，如今是华南城市的夏日名片，象征热烈、离别与难忘的青春。
蓝花楹	蓝花楹紫蓝色的花雾在暮春初夏弥漫，澳大利亚悉尼、昆士兰及中国云南、福建的蓝花楹大道都是网红打卡地。它花期短暂而盛放热烈，花落后铺成紫色地毯，被称为"紫色梦境"。许多浪漫电影的街景都借蓝花楹营造氛围；花语为宁静、深远与在绝望中等待爱情。
火焰木	火焰木花朵橙红如火焰，聚生于枝顶，是非洲热带稀树草原的标志性花木，英文名非洲郁金香树。深圳、广州等地引种后成为"行道树里的火焰"。它花形如郁金香而色更炽烈，象征热情与生命力；原产地传说中，火焰木开花意味着旱季将尽、雨季将至，是草原的报信者。
凌霄花	凌霄花攀援而上，花开橙红如喇叭。舒婷《致橡树》里"我如果爱你，绝不像攀援的凌霄花，借你的高枝炫耀自己"，让它成为独立爱情的著名意象。白居易则批评过它"托根附树身，开花寄树梢"。它既能上墙成瀑，也可立架成荫，象征向上攀登的勇气与执着。
炮仗花	炮仗花橙红成串，盛放时如鞭炮炸开，是华南春节前后最喜庆的花墙。广东福建的骑楼与庭院在腊月便被炮仗花染红，年味十足。它花期横跨春节，常被用作年花与景观藤蔓。鞭炮在粤语里叫"炮仗"，花名因此自带热闹吉祥，象征红火、喜庆与团圆。
紫薇	紫薇又名"百日红"，花期从盛夏开到初秋，树皮光滑怕痒，轻挠树干枝叶会颤动，人称"痒痒树"。白居易"紫薇花对紫微郎"写尽闲雅，唐代中书省以紫薇代称。杜牧"晓迎秋露一枝新"亦咏紫薇。它象征好运与长久，是盛夏园林里最耐看的粉色云霞。
大花紫薇	大花紫薇是华南常见的夏日行道树，花大色艳，紫红满树，英文名皇后紫薇。它与紫薇同科不同种，花期盛夏，落叶后枝干光洁，蒴果如铃。东南亚寺庙庭院常植大花紫薇，泰国称其为"白粉树"。它象征热情、丰盛与夏日盛放的生命力，是南国街头的紫色主角。
石榴花	"五月榴花照眼明"是石榴花的名句。石榴多籽，象征多子多福，石榴裙则成为美人的代称，"拜倒在石榴裙下"流传至今。西晋潘岳《安石榴赋》赞其"天下之奇树，九州之名果"。石榴花红艳如焰，是端午节前后最醒目的花，象征热情、繁盛与吉祥如意。
木芙蓉	木芙蓉一日三变，清晨白、午后粉、傍晚深红，人称"三醉芙蓉"。成都别名蓉城，即因五代时遍植木芙蓉。苏轼"千林扫作一番黄，只有芙蓉独自芳"写它秋日凌霜开放。它象征贞洁与高洁，"拒霜花"之名亦由此来，是秋天最善变的诗意。
木槿	木槿花开于盛夏，朝开暮落，古人以其喻"日新"之德，《诗经》有"颜如舜华"之句，舜华即木槿。韩国以木槿为国花，称"无穷花"，象征民族坚韧。它花期极长，整个夏天花开不断，虽每朵只有一日，却日日更新，花语为温柔的坚持与永恒的爱。
扶桑花	扶桑花即朱槿，大红花冠灿烂如霞，是热带最常见的花。夏威夷人把扶桑花簪于耳边，戴左耳表示单身，右耳表示已婚，成为岛国风情符号。它是马来西亚国花，在中国南方则常作篱墙与盆栽。扶桑象征热情、新鲜与光明，是热带阳光的化身。
吊灯扶桑	吊灯扶桑花瓣细裂反卷，花蕊长长伸出，垂挂枝头如红色吊灯，又名"灯笼花"。它原产东非，如今遍布热带庭院。香港等地称其为"裂瓣朱槿"。因其形态奇特可爱，常见于植物园温室与阳台盆栽，象征灵动、新奇与点缀生活的趣味。
蜀葵	蜀葵植株高大，花朵沿茎次第开放，又称"一丈红"。它原产四川，唐代已有记载，是传统庭院与墙角的常客。齐白石、黄永玉等画家爱画蜀葵，红白粉紫成串而上，乡土气息浓厚。欧洲修道院花园也引种蜀葵，称"圣约翰草"。它象征热忱与步步高升。
锦葵	锦葵是欧洲最古老的庭院花之一，紫红色花瓣带深色脉纹，古罗马人曾以其入药。莎士比亚戏剧中的花园意象常出现锦葵类植物。它也是中国北方常见的野花，夏秋开于路旁。锦葵花语为"温婉与祝福"，欧洲民间相信在门前种锦葵能带来好运与平安。
玉兰	玉兰早春先叶开花，白花如盏如玉，上海将玉兰定为市花，市标白玉兰家喻户晓。明清北京西郊"玉兰堂"以玉兰闻名。王维"木末芙蓉花，山中发红萼"虽咏辛夷，玉兰与辛夷同为木兰一族。玉兰象征高洁与感恩，是春天第一批点亮枝头的"玉盏"。
紫玉兰	紫玉兰又名辛夷，花被片外紫内白，含苞时如毛笔笔头，故称"木笔"。王维《辛夷坞》"木末芙蓉花，山中发红萼"写尽山涧幽花。中药辛夷即其干燥花蕾，治鼻疾。庭院里紫玉兰与白玉兰并植，紫白相映，象征真挚的情谊与文思如泉涌。
二乔玉兰	二乔玉兰是白玉兰与紫玉兰的杂交种，花瓣内白外紫，如美人初妆。名字取自三国东吴大乔小乔姐妹，苏轼"二乔"典故家喻户晓，园艺界遂以此命名。它花期略晚于白玉兰，花大而繁，是城市园林中"先花后叶"的早春主角，象征优雅、知性与并蒂之美。
广玉兰	广玉兰是常绿大乔木，叶片厚亮，白花硕大如荷花，又称"荷花玉兰"，是南方庭院与行道树的大气之选。它原产北美，清末传入中国，如今在长江流域广植。南京、上海的老洋房庭院里常有百年广玉兰。它象征雄伟、纯洁与岁月绵长，花开时满树清香。
含笑花	含笑花花朵半开如含笑不语，香气如香蕉与苹果混合的甜香，人称"香蕉花"。宋代杨万里"只有此花偷不得，无人知处忽然香"写它暗香袭人。庭院里含笑开花时，远远便能闻到甜香却不见花影。它象征含蓄、矜持与内心的喜悦，是中国式"笑不露齿"的花。
白兰花	白兰花是江南夏天的味道，老上海人买"白兰花串"别在衣襟上，两朵一串，清幽一整天。苏州、绍兴的街头至今仍有卖花阿婆。白兰花香气清雅，可窨茶、制香。张爱玲笔下与民国散文里，白兰花常是市井烟火中的一点雅致。它象征纯洁、亲切与江南旧梦。
黄兰	黄兰是白兰花的近亲，花朵金黄，香气比白兰更浓，是东南亚寺院与庭院常见的圣树之花。泰国、缅甸以黄兰花供佛，称"金香玉"。它也是传统香料的原料，缅甸人喜簪黄兰于发髻。黄兰象征尊贵、虔诚与金色的祝福，是热带香气的贵族。
鹅掌楸花	鹅掌楸叶片如马褂，故又名马褂木，花形似郁金香，被称为"中国的郁金香树"。它是古老的孑遗植物，与北美鹅掌楸是跨越大洋的"姐妹"。初夏开花时黄绿相间，立于枝头如郁金香杯盏。它象征珍贵与长寿，是国家二级保护植物，见证亿万年演化。
木棉	木棉是广州的市花，早春先叶开花，红艳如炬，落花掷地有声，人称"英雄树"。舒婷《致橡树》以木棉自喻，"我必须是你近旁的一株木棉，作为树的形象和你站在一起"成为爱情独立宣言。羊城八景"红棉雀跃"即咏木棉。它象征英雄气概与并肩而立的爱情。
美丽异木棉	美丽异木棉秋末冬初开花，粉红满树，人称"美人树"，是南方秋冬最惊艳的粉色云霞。它原产南美，树干膨大带刺，盛花期恰逢天凉，与北方萧瑟形成反差。广州、深圳的美丽异木棉大道是每年冬天的网红打卡地。花语为美丽与坚强，象征寒冬前的温柔告别。
鸡蛋花	鸡蛋花花瓣外白内黄，如蛋白裹蛋黄，是热带度假胜地的标志花，夏威夷花环常见它。它原产美洲热带，如今遍布东南亚寺庙，泰国、老挝把它当佛寺花树。凋落的花朵仍芳香，可泡茶入药。它象征希望与新生，是无数旅行明信片里的海岛记忆。
黄蝉	黄蝉花形如喇叭，金黄明艳，是热带庭院常见的灌木花。它全株有毒，汁液不可入口，却是优良的观赏植物。华南公园与路边常见它盛夏怒放，亮黄的花朵在绿丛中格外醒目。它象征活泼与明快，花语为"警告与美丽并存"，提醒欣赏者保持距离。
夹竹桃	夹竹桃是南方常见行道树，花期漫长，从夏开到秋，粉白红花如云。它全株有毒，却也因此极少病虫害，成为城市绿化主力。季羡林散文写"夹竹桃"的韧性与忍耐。它名字由"叶似竹、花似桃"而来，象征坚韧与警惕，花语提醒人们美丽背后需谨慎。
长春花	长春花花期几乎全年，又名"日日春"，是南方最勤奋的小花。长春花碱是重要的抗癌药物原料，让它在医学史上留名。它耐热耐旱，阳台与花坛皆宜，粉红白紫轮番开放。花语为愉快的回忆与青春常在，是"永远春天"的小小许诺。
紫荆花	紫荆花即香港区旗上的洋紫荆，五枚花瓣浅紫带深纹，是香港的象征。1997年香港回归，紫荆花图案随区旗区徽传遍世界。它与北方常见的紫荆并非同种，而是羊蹄甲属杂交种。每年春季香港街头紫花如云，象征香港的繁荣、开放与团结。
羊蹄甲	羊蹄甲叶片形似羊蹄，花紫红如蝶，是南方城市常见的观花行道树。它原产东南亚，花期冬春，繁花满树时几乎不见叶。它与洋紫荆、红花羊蹄甲同属一族，常被统称为"紫荆花"。它象征家庭和睦与春回大地，是岭南春天最艳丽的蝴蝶。
刺桐	刺桐是泉州的市花，泉州别称"刺桐城"，宋元时期刺桐花开是海上丝路名城的标志，马可·波罗游记中称泉州为刺桐港。刺桐花红如珊瑚，先花后叶。它象征红火、好运与开放包容，是古代东方第一大港的百年名片，见证中外交流史。
龙牙花	龙牙花花序如红色象牙或珊瑚枝，又名"象牙红"，是热带美洲原产的豆科植物。它花期很长，从初夏开到深秋，鲜红的花朵缀满枝头，蜂鸟常来采蜜。南方庭园与校园里常见它热烈开放，象征热情、活力与张扬的青春，是绿丛中最抢眼的红。
金雀花	金雀花黄花如雀，成串垂枝，是北方山野与庭院常见的灌木。宋人咏"金雀花"诗不少，因其枝形如雀而得名。欧洲金雀花则是苏格兰王室的象征，传说罗伯特·布鲁斯从山洞金雀花中领悟坚持。它象征谦逊与坚韧，是"麻雀虽小，五脏俱全"的生机。
紫荆	紫荆是老干生花的代表，紫色小花簇生于枝干，先花后叶，与香港洋紫荆并非同种。南朝陆机诗"庭中有奇树，绿叶发华滋"，唐代韦应物以紫荆喻兄弟情谊，民间传说紫荆有"田氏三兄弟"分而复合的故事，象征家庭和睦与手足情深。
流苏树花	流苏树花白如流苏，盛放时满树银雪，人称"四月雪"。它是古老的乡土树种，山东、河南等地的古流苏树龄可达数百年。春季开花时如瀑布垂挂，风起时花瓣飘落似雪。它象征纯净、典雅与岁月静好，是北方暮春最仙气的白色花瀑。
六月雪	六月雪花开如雪，却生于盛夏六月，故名。它株形小巧，白花繁星般缀满枝叶，是盆景艺术的经典素材，岭南派与川派盆景都爱用它。民间传说它有"六月飞雪"的冤情典故，故名带传奇色彩。它象征清白、安宁与细微之处的美好。
龙船花	龙船花在端午前后盛放，花球红艳似火，与龙舟竞渡时节相合，故名。它原产中国南部，也是缅甸的国花，缅甸人称"神之花"，常用于佛前供奉。华南庭院与路边花带常见它，花期从夏到秋。它象征热情、团结与端午的喜庆，是南国节日之花。
栀子花	栀子花是江南夏天的味道，洁白浓香，戴在发间或置于案头，香气能弥漫一室。何炅演唱的《栀子花开》让栀子成为毕业季的青春符号；电影《栀子花开》同样以它为名。栀子果可入药，黄栀子还是传统天然染料。它象征纯洁、永恒的爱与淡淡离愁。
玉叶金花	玉叶金花的"花"其实是白色萼片，真正的花小如金珠，绿叶白瓣金花相映，故名。它是岭南常见的山野灌木，也是清热解暑的凉茶原料，广东凉茶里常有它。它象征清润与朴素之美，是"真真假假"的自然趣味——最美的部分往往是陪衬。
绣球花	绣球花团如绣球，颜色随土壤酸碱而变，粉蓝相间，是夏季庭院的主角。日本镰仓的明月院绣球花道与京都寺庙的紫阳花是动漫圣地巡礼的热门地，动画《言叶之庭》与《紫罗兰永恒花园》中都有绣球花的温柔场景。它象征希望、团圆与多彩的缘分。
圆锥绣球	圆锥绣球花聚成尖塔状，初开白绿，渐染粉红，是绣球家族中的高个儿，盛夏初秋开花。它比大叶绣球更耐寒，欧美庭院与切花市场常见。德国与日本培育出许多品种，作为庭院焦点。它象征丰盈与变化之美，花语是"云朵般轻盈的夏日"。
金丝桃	金丝桃花黄如金，雄蕊细长如丝，放射成环，故又称"金丝海棠"。它花期在初夏，明艳的黄花在绿丛中如阳光。圣约翰草之名指欧洲近亲贯叶连翘，西方用它入药调理情绪，被称为"阳光草药"。它象征光明、开朗与治愈之力。
金丝梅	金丝梅与金丝桃同为藤黄科灌木，花黄蕊长，区别在花丝长短与花色深浅。它更耐寒，山野田边常见，初夏黄花满枝。现代园艺把它做成绿篱与花境。它象征朴素的热烈与野趣，是"不施粉黛也明媚"的山间黄花。生于山野田边，黄花蕊长，比金丝桃更耐寒，是初夏的明媚。
瑞香	瑞香花香浓烈，正月开花，与梅花、水仙、山茶并称"雪中四友"，江西庐山瑞香因山得名。宋代文人爱它"花容如瑞，香气如兰"。瑞香花紫白相间，簇生枝顶，庭院盆栽皆宜。它象征祥瑞与吉利，是春节前后的"报春花"，名字本身即祝福。
结香	结香枝条柔软可打结，故又称"打结花"，民间相信在结香枝上打结能圆梦，俗称"梦花"。它早春先花后叶，黄色花球垂枝，香气浓郁。武汉大学、南京老校区常见百年结香。它象征甜蜜的约定与心愿成真，是"把愿望系在枝头"的浪漫灌木。
一品红	一品红冬日开花，红色苞片如火焰，是圣诞节最经典的装饰植物，西方称"圣诞红"。墨西哥传说里，贫苦女孩献上路边野草，神迹般变红，遂成圣诞之花。它象征祝福、喜庆与节日气氛，元旦春节的花市里也总能看到它。原产墨西哥，红苞如焰，是圣诞与春节最经典的节日装饰花。
虎刺梅	虎刺梅多刺多汁，红花生生不息，是"钢铁丛林里的玫瑰"。它原产马达加斯加，全年可开花，盆栽易养，深受懒人园艺爱好者喜爱。它花期漫长且适应恶劣环境，象征坚韧、顽强与逆境中的绽放，提醒人们美丽常与锋芒相伴。
三角梅	三角梅的"花"其实是三片艳丽的苞片，真花藏于其中，南方人称"叶子花"。它是厦门市花，深圳、珠海等城市满城皆花，姹紫嫣红爬满高架与阳台。它原产南美，在热带大放异彩。它象征热情、坚韧与永不凋谢的盛放，是南国最灿烂的花墙。
月见草	月见草傍晚开花，天明即谢，金黄花朵在月光下悄然绽放，故名。日本诗人曾咏它"月光下独自开放"。月见草籽油是护肤品与保健品常见成分。它象征默默守护、不为人知的温柔，是"夜之美人"，花语为自由的心与无声的爱。
昙花	"昙花一现"让昙花成为短暂之美的代名词。它夜间开放，洁白硕大，香气袭人，几小时后便闭合，传说与韦陀的花神之恋凄美动人。老舍、冰心的散文都写过等待昙花开的夜晚。它象征刹那芳华与珍贵时刻，提醒人们美好易逝，需用心守候。
令箭荷花	令箭荷花茎扁平如令箭，花朵硕大艳美，仙人掌科的"花中俊杰"。它初夏夜晚或清晨开放，单朵虽短，却以惊人之姿登场。它由昙花近亲培育而来，兼具昙花的仙气与更长的花期。它象征潇洒、刚柔并济与短暂而惊艳的绽放。
仙人掌花	仙人掌在荒漠中开出明艳大花，是"沙漠玫瑰"般的奇迹。墨西哥国徽上的仙人掌与鹰蛇图腾象征民族起源传说。仙人掌果是仙人掌科植物结的可食果实，仙人掌花则常一夜惊艳。它象征坚韧、顽强与绝境中的生命力，是"把最温柔的花开在最硬的刺上"。
蟹爪兰	蟹爪兰茎节如蟹爪，冬季开花，粉红花朵垂吊如瀑布，是圣诞与春节最受欢迎的室内花之一，西方称"圣诞仙人掌"。它花期恰逢岁末，为寒冬添暖。它象征鸿运当头、扭转乾坤，也是许多家庭阳台上"养了十几年"的老朋友。
量天尺花	量天尺即火龙果的花，夜晚开放，白色花瓣金黄蕊心，硕大如莲，人称"霸王花"。它一夜盛放即谢，可食可入汤，广东人用霸王花煲汤润肺。它象征短暂而极致的绽放，是"火龙果的月下芭蕾"，花期虽短却结出甜美果实。生于热带，白花夜开如莲，果即火龙果，广东人用以煲汤。
